Inscrição|	Idade|	Curso|	Pontuação
	1001	23		14		2162
	1002	18		14		1768
	1003	19		16		2050
	1004	30		16		3589
	1005	19		12		1408
	1006	19		11		3930
	1007	20		15		818
	1008	26		12		3852
	1009	17		13		2915
	1010	17		16		640
	1011	30		15		4066
	1012	18		12		4699
	1013	30		13		2491
	1014	26		14		3512
	1015	24		12		457
	1016	28		13		1817
	1017	27		16		4861
	1018	20		16		3968
	1019	29		11		4091
	1020	19		12		3789
	1021	18		13		3934
	1022	21		15		1900
	1023	26		12		1537
	1024	23		12		4982
	1025	18		15		1271
	1026	26		13		1483
	1027	25		14		1284
	1028	24		12		512
	1029	27		13		1294
	1030	30		16		1860
	1031	28		14		2787
	1032	29		13		3261
	1033	21		14		1701
	1034	26		14		1655
	1035	18		12		3010
	1036	29		11		1979
	1037	19		15		3350
	1038	20		13		4915
	1039	29		13		4695
	1040	28		14		2030
	1041	20		14		1251
	1042	20		12		3896
	1043	22		16		1452
	1044	27		16		2015
	1045	22		15		3138
	1046	17		13		977
	1047	29		13		4663
	1048	26		15		2211
	1049	28		13		2184
	1050	22		15		4510
	1051	25		13		3375
	1052	17		15		3950
	1053	27		11		1471
	1054	29		13		2873
	1055	19		15		2327
	1056	20		15		4687
	1057	25		14		1521
	1058	18		11		3432
	1059	25		14		2484
	1060	22		15		1747
	1061	26		13		4721
	1062	25		15		1248
	1063	27		16		2449
	1064	19		12		1325
	1065	24		16		3904
	1066	23		12		4518
	1067	25		12		242
	1068	23		16		2738
	1069	18		12		4720
	1070	25		13		834
	1071	24		15		2346
	1072	24		15		3833
	1073	25		11		1321
	1074	30		14		4509
	1075	21		15		4788
	1076	17		16		1496
	1077	18		15		2359
	1078	28		15		2690
	1079	23		14		783
	1080	30		16		452
	1081	24		16		3518
	1082	19		15		3652
	1083	26		16		294
	1084	30		15		3975
	1085	27		15		2228
	1086	23		14		1730
	1087	25		11		3427
	1088	29		12		2328
	1089	19		11		2293
	1090	20		11		3958
	1091	24		15		4570
	1092	24		14		2442
	1093	20		15		2731
	1094	27		14		1830
	1095	23		14		4655
	1096	18		15		1806
	1097	20		14		3817
	1098	21		15		3649
	1099	30		14		227
	1100	30		12		4516
	1101	18		12		1060
	1102	24		15		1458
	1103	28		15		987
	1104	28		15		3904
	1105	26		16		554
	1106	22		14		2033
	1107	17		16		1243
	1108	19		11		2574
	1109	19		16		364
	1110	20		15		4414
	1111	26		16		1946
	1112	30		15		4235
	1113	29		13		1746
	1114	26		11		4396
	1115	25		15		1390
	1116	29		15		1312
	1117	17		13		2411
	1118	24		15		388
	1119	28		12		1221
	1120	20		11		3597
	1121	23		16		347
	1122	26		13		4012
	1123	27		14		1775
	1124	27		15		2
	1125	22		12		1905
	1126	29		16		1932
	1127	19		16		2281
	1128	22		11		177
	1129	24		14		1990
	1130	29		15		2231
	1131	22		12		3388
	1132	30		14		2460
	1133	19		16		644
	1134	22		16		4701
	1135	30		15		462
	1136	27		14		194
	1137	30		13		3959
	1138	26		15		578
	1139	26		12		3010
	1140	28		12		1356
	1141	18		12		550
	1142	21		11		2992
	1143	18		15		1960
	1144	18		11		3693
	1145	28		14		4547
	1146	25		16		3036
	1147	23		15		1557
	1148	21		14		190
	1149	27		16		4158
	1150	27		15		417
	1151	28		15		4049
	1152	22		12		3167
	1153	26		15		4489
	1154	22		15		460
	1155	20		16		1090
	1156	21		11		1745
	1157	26		15		3808
	1158	27		12		3584
	1159	17		13		1393
	1160	26		15		2580
	1161	29		13		2932
	1162	19		13		4350
	1163	29		14		324
	1164	17		15		4780
	1165	27		15		2458
	1166	23		14		2309
	1167	18		12		1945
	1168	27		11		249
	1169	25		16		225
	1170	24		11		865
	1171	28		16		2877
	1172	23		15		633
	1173	23		12		3325
	1174	22		12		4500
	1175	17		13		1414
	1176	29		15		617
	1177	18		11		2714
	1178	26		11		1982
	1179	25		11		3488
	1180	25		12		2933
	1181	21		15		359
	1182	25		14		4238
	1183	24		14		3236
	1184	19		15		3967
	1185	19		13		4952
	1186	26		16		1788
	1187	28		11		4737
	1188	21		12		4093
	1189	20		14		2538
	1190	21		11		2121
	1191	25		11		165
	1192	23		12		4958
	1193	25		12		4456
	1194	29		12		456
	1195	21		12		796
	1196	28		15		2070
	1197	28		15		2979
	1198	28		11		1309
	1199	27		14		2805
	1200	22		15		1452
	1201	28		11		3278
	1202	19		11		352
	1203	28		11		865
	1204	18		14		4306
	1205	26		13		882
	1206	27		13		2281
	1207	30		15		171
	1208	26		11		920
	1209	30		14		3097
	1210	28		14		3919
	1211	30		12		313
	1212	22		14		1900
	1213	21		13		4617
	1214	18		15		2586
	1215	29		13		2376
	1216	22		15		3603
	1217	30		15		3142
	1218	21		11		4636
	1219	17		12		1650
	1220	30		16		74
	1221	30		13		2942
	1222	22		15		2816
	1223	26		12		4114
	1224	20		11		3991
	1225	22		12		402
	1226	21		15		4947
	1227	22		12		1917
	1228	29		15		2149
	1229	29		14		3205
	1230	20		15		3917
	1231	28		12		3585
	1232	27		12		2790
	1233	25		11		4654
	1234	29		12		860
	1235	22		15		4526
	1236	22		14		3790
	1237	21		11		2717
	1238	28		13		4772
	1239	24		12		4726
	1240	23		11		2326
	1241	24		13		1787
	1242	30		11		1816
	1243	17		16		4753
	1244	21		15		644
	1245	21		13		2813
	1246	25		16		2782
	1247	19		14		2357
	1248	24		13		2305
	1249	19		16		3728
	1250	29		16		1104
	1251	20		13		387
	1252	26		15		1628
	1253	20		13		1601
	1254	30		14		3800
	1255	25		13		41
	1256	25		16		2791
	1257	19		13		1062
	1258	27		16		3974
	1259	19		13		3561
	1260	21		12		4459
	1261	26		16		3871
	1262	27		12		87
	1263	26		15		2237
	1264	30		13		3490
	1265	25		15		2707
	1266	26		12		3995
	1267	19		13		2137
	1268	30		14		1103
	1269	25		14		3034
	1270	29		15		4692
	1271	28		13		3059
	1272	20		12		4110
	1273	18		15		2886
	1274	22		16		680
	1275	23		13		1100
	1276	25		15		1763
	1277	29		16		3541
	1278	18		15		49
	1279	27		13		1366
	1280	22		11		3216
	1281	18		15		1331
	1282	19		11		2539
	1283	30		12		1560
	1284	21		11		2557
	1285	20		15		2544
	1286	24		11		1563
	1287	23		11		757
	1288	18		11		2278
	1289	20		11		989
	1290	28		13		4958
	1291	18		12		3082
	1292	22		12		3246
	1293	27		11		2325
	1294	25		16		4478
	1295	20		15		3580
	1296	22		12		1114
	1297	29		15		3193
	1298	21		12		856
	1299	23		16		1009
	1300	23		16		4199
	1301	30		14		2482
	1302	23		12		2782
	1303	19		16		1498
	1304	20		14		1550
	1305	29		15		3166
	1306	25		12		890
	1307	20		15		1118
	1308	21		12		1834
	1309	20		14		2778
	1310	28		12		644
	1311	29		14		2451
	1312	23		13		4792
	1313	19		15		3291
	1314	22		12		1428
	1315	17		15		2059
	1316	30		14		1424
	1317	17		13		3704
	1318	22		12		3280
	1319	26		11		141
	1320	18		15		1332
	1321	27		14		259
	1322	19		14		2483
	1323	26		13		4567
	1324	26		14		1670
	1325	23		15		3446
	1326	27		14		1437
	1327	22		14		1056
	1328	22		15		1934
	1329	23		13		2794
	1330	25		13		1184
	1331	27		14		2535
	1332	23		16		4431
	1333	20		11		4300
	1334	20		11		4710
	1335	23		12		2166
	1336	21		12		928
	1337	18		13		428
	1338	25		11		841
	1339	25		12		1570
	1340	27		16		3193
	1341	19		12		4238
	1342	29		13		1606
	1343	22		11		2185
	1344	21		15		56
	1345	22		12		222
	1346	18		16		4636
	1347	22		12		443
	1348	19		11		2421
	1349	30		11		2452
	1350	24		13		4687
	1351	19		12		2575
	1352	24		12		3075
	1353	20		16		110
	1354	27		11		954
	1355	19		14		4372
	1356	29		13		1458
	1357	29		14		1100
	1358	20		12		2084
	1359	26		14		1436
	1360	17		12		4471
	1361	17		12		2141
	1362	26		13		2216
	1363	21		15		561
	1364	24		11		271
	1365	24		12		227
	1366	21		13		4795
	1367	26		12		457
	1368	27		11		1893
	1369	24		12		937
	1370	20		14		4889
	1371	27		11		3198
	1372	26		14		3381
	1373	27		13		4587
	1374	21		14		960
	1375	22		11		751
	1376	22		15		2358
	1377	30		14		4008
	1378	22		13		678
	1379	20		12		4413
	1380	25		14		3691
	1381	28		12		99
	1382	17		13		2181
	1383	24		14		54
	1384	19		15		2739
	1385	23		16		3213
	1386	17		15		1433
	1387	20		15		3926
	1388	17		15		2681
	1389	24		16		911
	1390	21		13		2297
	1391	17		12		1047
	1392	29		12		3856
	1393	30		13		4894
	1394	18		16		4774
	1395	23		15		1916
	1396	22		15		32
	1397	18		15		3751
	1398	20		13		569
	1399	24		16		1824
	1400	21		15		2358
	1401	26		14		3078
	1402	24		13		265
	1403	28		11		1074
	1404	24		13		4212
	1405	22		14		4676
	1406	28		14		2507
	1407	29		12		2851
	1408	21		13		3253
	1409	22		16		92
	1410	29		16		1544
	1411	18		14		1799
	1412	24		15		1231
	1413	27		12		2179
	1414	20		11		4532
	1415	30		15		1592
	1416	23		16		312
	1417	18		12		4676
	1418	27		13		2295
	1419	17		16		4164
	1420	22		14		909
	1421	22		11		249
	1422	20		13		786
	1423	17		15		1976
	1424	30		13		2847
	1425	27		12		3154
	1426	17		14		2754
	1427	28		11		467
	1428	28		16		4038
	1429	17		11		3554
	1430	24		12		4013
	1431	17		11		2338
	1432	25		14		4886
	1433	18		11		2085
	1434	29		11		1869
	1435	24		13		2741
	1436	24		16		2146
	1437	26		15		1379
	1438	19		15		219
	1439	19		12		2931
	1440	19		12		3403
	1441	22		13		160
	1442	17		11		4483
	1443	26		14		2006
	1444	23		14		2088
	1445	24		16		966
	1446	17		11		1586
	1447	28		14		1141
	1448	25		15		1443
	1449	17		12		4567
	1450	28		13		286
	1451	17		11		3536
	1452	26		13		431
	1453	20		14		679
	1454	20		15		2115
	1455	26		16		3257
	1456	28		16		4242
	1457	25		14		2423
	1458	27		12		4876
	1459	23		16		372
	1460	22		11		1105
	1461	23		15		1974
	1462	29		15		3809
	1463	17		14		1213
	1464	24		13		2504
	1465	26		15		2774
	1466	26		14		2112
	1467	28		16		3491
	1468	27		11		3832
	1469	23		13		4319
	1470	18		11		4339
	1471	21		12		612
	1472	25		12		1778
	1473	20		16		2235
	1474	19		16		3759
	1475	22		14		4954
	1476	30		11		738
	1477	18		16		2519
	1478	25		14		4800
	1479	17		13		2015
	1480	20		11		4266
	1481	24		16		3790
	1482	22		13		3623
	1483	27		13		3562
	1484	19		11		1582
	1485	22		13		4385
	1486	27		14		1295
	1487	19		14		3419
	1488	28		12		2706
	1489	30		15		3125
	1490	24		16		4061
	1491	24		14		1728
	1492	27		12		276
	1493	21		15		3478
	1494	23		16		1898
	1495	20		11		1707
	1496	25		11		4726
	1497	22		11		3740
	1498	25		12		736
	1499	24		14		2308
	1500	30		12		3928
	1501	30		15		1283
	1502	21		15		4476
	1503	28		11		4613
	1504	22		16		3816
	1505	18		15		955
	1506	24		15		2715
	1507	24		14		3236
	1508	28		16		2201
	1509	18		13		1048
	1510	19		16		4619
	1511	23		15		4320
	1512	20		14		110
	1513	19		11		2687
	1514	29		13		1170
	1515	25		15		851
	1516	25		15		888
	1517	26		15		977
	1518	29		12		3858
	1519	22		11		1651
	1520	25		14		3346
	1521	27		15		4311
