Inscrição|	Idade|	Curso|	Pontuação
	1001	28		14		1808
	1002	22		13		293
	1003	27		11		2700
	1004	23		14		1973
	1005	20		16		103
	1006	27		12		3202
	1007	22		12		3250
	1008	20		14		2731
	1009	20		14		1114
	1010	20		15		4641
	1011	30		16		595
	1012	25		14		1705
	1013	19		14		220
	1014	27		13		1351
	1015	25		11		2791
	1016	28		16		1155
	1017	25		12		2611
	1018	18		15		3647
	1019	25		13		4730
	1020	30		16		2385
	1021	17		14		1209
	1022	17		11		4574
	1023	22		15		3884
	1024	26		15		3632
	1025	24		14		203
	1026	29		13		873
	1027	30		11		4327
	1028	19		16		4508
	1029	21		15		1880
	1030	19		13		3513
	1031	24		15		1570
	1032	26		16		2451
	1033	28		14		40
	1034	29		15		413
	1035	18		16		2036
	1036	25		13		1623
	1037	25		14		4266
	1038	19		11		3853
	1039	29		13		4444
	1040	19		16		3136
	1041	25		12		1433
	1042	27		12		4474
	1043	26		14		4675
	1044	25		15		2720
	1045	19		11		340
	1046	25		11		4017
	1047	28		12		3034
	1048	27		14		1567
	1049	20		13		4638
	1050	21		12		648
	1051	22		13		3757
	1052	30		11		4422
	1053	19		15		3069
	1054	20		11		1454
	1055	18		16		2378
	1056	29		13		1563
	1057	17		11		278
	1058	28		11		477
	1059	25		13		393
	1060	28		13		4550
	1061	29		16		4414
	1062	29		11		1040
	1063	23		16		3543
	1064	22		16		3604
	1065	25		16		2697
	1066	30		11		2786
	1067	29		16		508
	1068	19		15		2865
	1069	24		11		2138
	1070	17		12		588
	1071	27		16		2794
	1072	28		12		615
	1073	20		13		2493
	1074	30		12		4926
	1075	25		14		4797
	1076	21		13		4229
	1077	23		13		221
	1078	26		16		4329
	1079	28		14		3712
	1080	23		15		4924
	1081	27		14		2373
	1082	19		12		1919
	1083	25		12		944
	1084	18		11		325
	1085	25		13		142
	1086	26		13		4670
	1087	21		15		2342
	1088	19		14		4050
	1089	25		16		4353
	1090	24		15		314
	1091	17		16		4263
	1092	23		11		1664
	1093	20		16		3376
	1094	29		12		651
	1095	19		15		2288
	1096	20		14		1862
	1097	25		12		3962
	1098	30		14		668
	1099	21		13		2621
	1100	25		11		34
	1101	23		16		3628
	1102	22		13		3856
	1103	19		16		2104
	1104	19		15		4360
	1105	21		12		1809
	1106	22		13		86
	1107	25		16		3773
	1108	29		15		1487
	1109	19		15		418
	1110	22		12		389
	1111	28		14		1502
	1112	26		11		3078
	1113	27		12		2581
	1114	28		13		2204
	1115	18		12		670
	1116	21		15		3005
	1117	28		12		4118
	1118	24		11		1126
	1119	19		12		2617
	1120	28		13		442
	1121	21		16		1155
	1122	19		11		2330
	1123	30		15		4588
	1124	17		14		4985
	1125	27		15		1552
	1126	21		12		1249
	1127	20		11		3129
	1128	19		15		4168
	1129	17		13		3840
	1130	20		16		1423
	1131	26		16		3577
	1132	25		12		1432
	1133	23		15		4801
	1134	29		15		4606
	1135	29		14		4477
	1136	18		13		1377
	1137	23		16		3900
	1138	19		15		4292
	1139	26		15		4790
	1140	27		12		1801
	1141	26		12		1209
	1142	27		14		3672
	1143	21		16		164
	1144	28		14		3834
	1145	24		15		1402
	1146	26		14		2603
	1147	25		14		4101
	1148	17		15		1392
	1149	25		16		358
	1150	28		13		1564
	1151	22		11		176
	1152	28		16		1419
	1153	19		14		2017
	1154	30		12		1665
	1155	23		13		1948
	1156	28		16		3599
	1157	18		14		2525
	1158	20		12		2357
	1159	22		11		2182
	1160	28		15		90
	1161	27		14		2127
	1162	17		11		4251
	1163	26		15		3386
	1164	22		12		3674
	1165	23		16		1047
	1166	17		15		4681
	1167	26		11		4581
	1168	25		15		4466
	1169	27		16		583
	1170	25		11		928
	1171	24		13		3402
	1172	21		13		1479
	1173	17		11		496
	1174	30		11		4407
	1175	22		16		4566
	1176	24		11		4345
	1177	21		15		3924
	1178	20		16		1280
	1179	19		11		1754
	1180	19		12		4417
	1181	21		14		4405
	1182	27		13		4447
	1183	18		13		576
	1184	20		11		3645
	1185	27		14		4064
	1186	25		14		4371
	1187	30		12		895
	1188	30		16		2944
	1189	18		11		1973
	1190	18		15		3124
	1191	22		13		2309
	1192	25		16		545
	1193	25		11		4492
	1194	24		15		3529
	1195	18		16		2054
	1196	30		12		2297
	1197	27		11		3768
	1198	24		12		3785
	1199	17		11		3234
	1200	22		12		1697
	1201	23		14		4617
	1202	26		12		2976
	1203	26		14		2697
	1204	18		15		4618
	1205	18		13		3079
	1206	25		15		1154
	1207	21		14		3996
	1208	21		12		3944
	1209	26		12		1035
	1210	21		16		1874
	1211	29		15		3975
	1212	22		12		3243
	1213	24		15		3378
	1214	29		15		3376
	1215	25		12		4685
	1216	30		12		429
	1217	24		14		3805
	1218	29		16		2596
	1219	23		16		4374
	1220	22		12		4894
	1221	17		13		1411
	1222	18		13		4043
	1223	20		15		4897
	1224	17		15		1731
	1225	18		16		1819
	1226	29		13		432
	1227	18		12		4682
	1228	27		16		4419
	1229	30		13		644
	1230	22		14		3514
	1231	25		14		1034
	1232	18		12		915
	1233	29		16		2572
	1234	24		14		412
	1235	23		12		933
	1236	30		15		2577
	1237	24		13		3626
	1238	22		15		2489
	1239	28		11		1849
	1240	18		16		565
	1241	18		15		4015
	1242	27		16		364
	1243	20		11		4544
	1244	24		15		9
	1245	25		15		4778
	1246	30		13		195
	1247	27		14		3235
	1248	20		16		1070
	1249	26		14		3866
	1250	30		14		55
	1251	20		13		4620
	1252	28		12		4122
	1253	28		15		2928
	1254	18		15		2574
	1255	18		16		4436
	1256	30		15		1916
	1257	29		14		1127
	1258	26		11		90
	1259	19		12		4761
	1260	17		15		3705
	1261	21		15		1630
	1262	22		12		3676
	1263	27		13		3379
	1264	28		11		2046
	1265	21		12		837
	1266	18		14		313
	1267	27		12		1723
	1268	30		14		409
	1269	19		13		805
	1270	25		11		4964
	1271	21		11		234
	1272	19		15		1468
	1273	18		16		2312
	1274	26		14		2404
	1275	30		14		687
	1276	23		13		4514
	1277	23		15		2862
	1278	24		16		3675
	1279	29		11		4287
	1280	24		14		1450
	1281	21		11		2435
	1282	28		16		760
	1283	19		13		4886
	1284	26		14		58
	1285	23		11		2697
	1286	23		12		1687
	1287	24		14		4121
	1288	29		11		1877
	1289	19		11		2149
	1290	26		11		3497
	1291	21		14		2269
	1292	24		12		1914
	1293	22		12		2978
	1294	27		14		2583
	1295	19		16		3164
	1296	17		12		4122
	1297	30		11		473
	1298	30		13		2746
	1299	30		14		3916
	1300	21		14		966
	1301	25		13		2334
	1302	17		12		899
	1303	20		11		4487
	1304	21		15		2955
	1305	29		11		969
	1306	24		14		2200
	1307	18		13		2562
	1308	30		13		2135
	1309	30		16		3376
	1310	26		12		1693
	1311	21		15		4204
	1312	22		14		1906
	1313	26		16		26
	1314	27		16		3586
	1315	21		14		342
	1316	22		16		3474
	1317	24		13		791
	1318	26		13		4389
	1319	29		13		2705
	1320	17		16		1378
	1321	19		11		486
	1322	27		14		3272
	1323	18		16		4718
	1324	17		14		2397
	1325	23		12		3404
	1326	20		15		1402
	1327	30		16		4605
	1328	25		16		1130
	1329	29		13		4672
	1330	20		15		2350
	1331	22		14		1549
	1332	29		16		4909
	1333	29		15		1832
	1334	25		13		580
	1335	25		13		3811
	1336	25		11		4452
	1337	24		16		2723
	1338	23		16		324
	1339	23		14		2267
	1340	30		15		343
	1341	22		15		3408
	1342	27		14		3517
	1343	25		13		1388
	1344	28		13		3165
	1345	19		13		3679
	1346	27		12		584
	1347	30		11		468
	1348	21		15		1207
	1349	25		13		4917
	1350	30		15		2151
	1351	20		15		2044
	1352	20		11		4690
	1353	26		14		2136
	1354	28		16		3773
	1355	23		12		4691
	1356	23		12		2461
	1357	17		16		4304
	1358	24		11		858
	1359	17		13		1341
	1360	25		16		1687
	1361	29		15		3000
	1362	21		14		136
	1363	25		13		2213
	1364	20		14		2154
	1365	30		11		4624
	1366	27		15		4544
	1367	20		13		839
	1368	28		12		3496
	1369	30		16		984
	1370	27		13		3422
	1371	18		14		2715
	1372	19		15		3811
	1373	25		15		3252
	1374	30		13		1249
	1375	20		12		1947
	1376	23		12		1504
	1377	17		13		3628
	1378	20		16		970
	1379	24		13		4804
	1380	25		12		3620
	1381	24		15		2376
	1382	22		11		4775
	1383	17		14		2078
	1384	19		14		3302
	1385	29		11		902
	1386	27		15		2226
	1387	28		14		4333
	1388	26		16		4443
	1389	30		14		3212
	1390	18		12		671
	1391	30		12		418
	1392	22		14		4575
	1393	29		11		3431
	1394	17		13		339
	1395	26		15		4712
	1396	30		15		2158
	1397	22		15		1607
	1398	27		14		1772
	1399	19		16		2736
	1400	18		11		729
	1401	18		14		4607
	1402	22		12		3774
	1403	27		11		2665
	1404	22		13		1171
	1405	29		12		3890
	1406	28		12		4830
	1407	17		12		1991
	1408	21		15		1247
	1409	17		11		841
	1410	28		11		613
	1411	22		14		514
	1412	25		11		1525
	1413	29		14		2810
	1414	20		15		3777
	1415	18		14		73
	1416	28		16		2140
	1417	19		13		2172
	1418	27		12		4363
	1419	25		11		3337
	1420	27		11		2166
	1421	22		16		216
	1422	27		12		2408
	1423	30		16		2044
	1424	28		14		2433
	1425	25		14		1559
	1426	19		14		4921
	1427	20		11		4049
	1428	20		16		4140
	1429	29		16		1155
	1430	24		15		4028
	1431	29		11		4212
	1432	21		12		1975
	1433	17		11		519
	1434	19		12		1541
	1435	19		15		436
	1436	18		16		3623
	1437	17		14		1689
	1438	20		15		1916
	1439	20		14		2065
	1440	26		14		4705
	1441	29		12		523
	1442	22		11		1337
	1443	19		12		4341
	1444	28		13		1080
	1445	18		13		563
	1446	17		15		1962
	1447	27		15		2029
	1448	22		16		615
	1449	21		16		4530
	1450	22		12		4
	1451	18		13		1899
	1452	30		16		1206
	1453	22		16		1102
	1454	26		15		946
	1455	20		12		4758
	1456	27		14		291
	1457	20		15		1996
	1458	18		15		1227
	1459	19		16		1654
	1460	30		11		2252
	1461	28		11		4015
	1462	29		14		2884
	1463	30		16		3724
	1464	27		15		1028
	1465	30		13		1484
	1466	28		11		424
	1467	19		14		990
	1468	25		12		4499
	1469	19		13		4829
	1470	24		16		3132
	1471	30		16		2628
	1472	25		12		2807
	1473	30		14		4066
	1474	29		12		853
	1475	29		13		3742
	1476	28		14		2664
	1477	23		15		2432
	1478	30		14		4198
	1479	20		15		1462
	1480	24		13		4258
	1481	23		13		769
	1482	26		16		4513
	1483	27		15		4259
	1484	22		13		1443
	1485	20		13		2884
	1486	25		13		1290
	1487	27		15		4929
	1488	26		13		3539
	1489	22		11		1570
	1490	26		13		4614
	1491	26		13		73
	1492	21		12		2496
	1493	29		11		3877
	1494	27		12		4272
	1495	22		16		615
	1496	30		11		4832
	1497	24		13		1554
	1498	29		12		1080
	1499	20		12		3695
	1500	26		16		1249
	1501	19		14		1240
	1502	17		14		1545
	1503	23		15		1309
	1504	17		14		2092
	1505	27		13		3054
	1506	22		13		2955
	1507	23		13		4237
	1508	21		11		371
	1509	29		12		1284
	1510	17		16		1630
	1511	21		13		4875
	1512	26		13		3553
	1513	17		16		518
	1514	27		11		952
	1515	21		13		2684
	1516	25		11		4212
	1517	21		14		4965
	1518	25		11		4091
	1519	24		11		3750
	1520	25		11		2605
	1521	20		15		2049
	1522	19		15		2461
	1523	30		15		1962
	1524	25		14		4917
	1525	27		14		905
	1526	27		14		4890
	1527	21		14		1856
	1528	28		12		4981
	1529	25		16		1088
	1530	25		16		1820
	1531	17		15		2239
	1532	28		15		4746
	1533	27		11		3386
	1534	26		15		2224
	1535	30		14		216
	1536	21		16		4380
	1537	27		12		2472
	1538	20		16		4915
	1539	23		13		4027
	1540	30		14		2491
	1541	25		12		2084
	1542	30		13		3783
	1543	27		15		2877
	1544	23		11		1348
	1545	17		15		986
	1546	26		16		19
	1547	25		14		4118
	1548	30		16		4980
	1549	25		12		194
	1550	22		12		2020
	1551	18		13		517
	1552	29		11		295
	1553	18		11		1100
	1554	29		14		152
	1555	23		15		810
	1556	20		16		3605
	1557	25		12		3752
	1558	20		13		622
	1559	28		12		4529
